4,10,6,7,10,6,5,9,6,8,9,7,4,7,12,1,12,5,8,5,7,4,12,5,6,6,7,5,7,5
4,3,3,9,5,2,4,9,10,11,5,5,1,3,3,1,4,4,6,2,4,8,2,5,7,3,2,1,4,5
4,5,6,8,2,3,7,8,5,4,13,6,3,4,5,12,8,10,4,8,5,7,16,4,10,8,8,6,9,7
2,6,0,1,3,6,4,6,2,0,6,6,4,9,5,5,5,6,3,6,4,1,2,5,2,5,4,7,2,6
7,7,6,6,6,3,9,8,11,3,6,1,8,4,6,3,5,7,5,4,4,7,1,4,4,6,7,5,8,8
8,3,11,8,2,6,7,4,4,8,4,4,10,5,6,6,3,0,8,7,9,3,11,6,10,5,7,4,6,9
8,12,5,3,9,7,9,9,7,7,10,5,6,5,4,6,11,6,7,6,11,5,8,4,5,8,5,10,13,4
4,4,3,4,5,3,2,4,6,6,3,4,3,6,1,5,9,4,6,6,3,1,6,6,5,1,3,1,3,3
6,4,3,10,2,1,4,5,4,7,6,7,12,2,6,9,8,5,3,9,11,9,8,7,5,4,3,4,5,7
7,8,4,4,7,8,14,7,5,8,5,8,8,10,6,3,6,7,3,4,3,2,4,4,6,8,5,5,5,12
4,6,4,4,4,4,6,2,5,4,7,3,4,3,5,1,3,7,7,4,3,2,3,6,3,5,3,1,2,5
8,5,2,5,5,9,6,3,7,2,7,5,6,5,7,4,7,3,7,4,10,3,9,4,3,4,5,6,2,5
5,4,9,2,5,8,7,6,9,5,6,5,10,4,5,0,5,4,7,12,4,8,5,8,6,8,5,4,9,6
4,5,7,5,3,7,6,3,8,5,4,5,8,4,5,8,8,7,6,6,6,9,7,7,9,6,5,9,4,11
10,13,7,9,9,7,12,14,10,5,7,5,3,6,6,4,5,9,5,13,6,5,11,9,8,4,9,11,7,10
4,2,8,5,5,4,7,6,3,6,12,5,4,3,8,4,12,6,0,5,5,5,11,10,5,4,6,10,7,3
8,4,5,6,7,4,3,8,5,5,4,6,7,6,3,5,7,8,5,4,2,7,6,3,5,7,7,7,8,5
3,6,6,7,6,8,2,5,5,6,7,7,6,4,4,7,8,9,6,8,8,8,8,4,4,5,8,3,6,2
7,4,4,6,4,8,4,3,6,10,5,8,2,7,6,10,6,8,6,9,7,7,4,11,6,3,6,2,6,2
5,7,5,2,1,6,9,4,6,4,4,5,7,6,5,3,3,7,7,12,9,3,6,8,4,10,5,4,8,9
8,8,9,8,5,6,7,4,10,9,10,6,3,9,7,9,12,6,6,5,5,7,5,11,10,3,8,5,7,9
1,4,6,6,6,3,4,8,4,4,2,3,9,7,3,6,7,7,3,5,0,3,8,2,3,4,5,5,4,9
2,6,4,8,11,4,2,6,5,7,12,6,2,11,5,2,5,6,5,6,8,6,7,3,11,7,11,8,5,7
9,4,3,8,2,7,4,5,6,4,8,4,2,5,5,5,2,5,0,6,5,1,5,6,3,5,5,3,8,6
6,5,3,5,7,3,6,5,5,5,5,6,5,10,6,2,5,5,1,3,6,2,4,8,5,6,1,5,10,5
5,2,6,8,5,5,8,10,4,11,9,5,3,6,3,6,6,4,5,3,5,6,6,3,6,9,8,7,6,1
6,2,1,3,2,7,4,2,3,4,7,4,4,2,5,3,6,5,5,3,4,6,2,6,4,2,7,5,2,6
4,7,6,9,5,7,8,5,7,6,5,4,3,7,5,6,8,8,10,5,5,8,10,11,6,3,4,8,7,5
7,7,8,7,10,10,11,9,4,13,7,6,3,5,7,4,10,8,12,5,7,5,5,5,3,5,8,9,5,4
1,6,1,7,4,4,7,5,3,3,3,2,6,2,2,4,6,5,4,10,5,2,4,3,2,5,5,5,10,5
4,1,6,6,1,9,5,6,9,7,4,8,8,9,5,11,10,10,5,3,3,6,8,6,6,6,4,4,5,10
9,6,6,4,2,3,6,6,7,7,6,3,2,7,3,5,6,7,7,10,5,4,4,7,7,2,6,5,6,3
8,0,1,4,6,5,2,2,4,7,6,7,4,8,6,5,9,9,2,6,6,2,5,3,7,7,3,5,3,4
4,2,11,4,4,6,5,9,11,5,4,5,4,5,6,6,5,8,5,12,6,3,3,5,7,3,8,5,6,4
6,2,3,4,5,7,3,6,8,4,6,4,6,4,3,2,7,8,6,6,2,4,7,7,6,11,4,3,3,3
7,4,5,2,15,8,4,6,2,6,5,6,5,8,12,7,5,11,6,11,8,4,8,3,6,12,7,2,8,5
7,2,2,8,3,4,7,6,6,3,9,8,5,6,8,4,13,5,5,8,13,6,7,2,2,8,6,6,6,6
1,1,6,6,3,8,5,8,5,5,2,7,12,5,8,5,6,8,6,6,5,6,5,6,4,7,4,3,6,13
3,6,6,4,1,3,6,2,6,3,3,4,2,2,5,2,2,6,4,4,4,6,5,3,8,1,4,7,6,4
7,7,4,7,7,3,2,3,8,2,7,7,4,5,4,6,3,9,3,6,8,4,8,5,2,6,6,6,2,2
5,3,4,8,3,4,9,3,7,5,6,5,6,5,8,8,6,4,8,5,4,6,3,3,7,3,6,2,5,6
6,9,8,6,6,8,10,10,7,3,5,3,2,3,3,5,9,5,3,9,8,3,12,3,11,6,4,5,3,6
3,0,6,4,5,4,8,8,3,5,5,7,4,3,6,10,6,6,1,4,5,6,4,3,7,6,4,2,4,2
5,6,9,4,3,6,4,5,7,5,7,3,9,7,4,9,6,7,9,9,6,5,8,4,2,5,3,10,3,5
5,5,3,6,6,6,5,2,7,6,13,4,5,6,5,2,3,8,5,5,7,4,10,3,7,9,5,4,7,3
7,5,2,5,6,4,7,5,5,5,5,3,9,6,4,2,5,6,3,4,3,9,3,2,8,4,2,7,12,6
4,5,9,5,7,6,6,3,6,6,11,5,5,7,6,6,9,9,9,3,7,5,11,5,7,5,6,8,3,14
8,9,2,3,3,2,3,5,6,6,3,5,8,7,4,11,9,8,5,5,6,6,5,2,6,4,5,11,7,6
5,5,4,4,13,3,6,2,9,4,4,7,5,8,1,6,6,3,7,12,3,2,3,6,5,3,5,6,5,2
6,4,12,7,6,3,3,10,3,6,8,4,11,4,4,6,8,4,2,8,2,1,8,4,3,8,8,4,5,7
6,4,10,6,6,5,9,8,5,12,7,4,13,6,4,8,5,9,9,9,8,3,12,8,4,4,3,12,5,5
4,7,5,7,7,9,7,8,9,8,5,3,8,7,7,4,7,9,6,4,8,4,9,4,7,4,8,4,5,8
9,6,3,5,4,4,7,5,8,4,8,4,12,5,7,7,5,6,7,7,4,7,3,4,7,7,5,5,7,5
13,8,6,5,9,6,11,4,11,6,11,4,8,1,6,3,9,8,7,9,5,7,8,2,7,9,5,10,6,13
3,5,10,3,2,5,11,10,10,7,7,6,4,5,5,5,9,11,3,0,3,4,10,8,6,9,4,11,5,4
7,7,6,4,2,2,5,5,10,4,7,7,4,6,4,4,5,8,4,8,3,3,5,6,2,6,4,6,6,6
4,4,7,2,2,8,7,4,4,3,9,6,7,2,4,6,6,4,0,5,3,3,5,1,6,4,5,4,5,1
3,3,6,4,0,4,6,5,4,4,4,4,4,4,5,3,5,6,4,1,7,2,6,3,6,2,3,5,6,3
2,3,4,6,2,5,2,2,5,7,3,6,5,4,2,4,8,3,4,6,7,1,5,6,3,3,8,6,5,8
9,8,5,5,7,7,6,9,7,7,8,4,7,10,4,5,6,15,3,9,7,6,4,7,7,9,7,10,7,3
8,3,8,5,4,5,5,6,6,8,4,8,6,5,3,1,7,4,7,5,6,6,8,5,2,9,2,5,5,6
5,4,4,5,5,3,1,7,2,6,4,8,2,9,6,5,3,6,3,0,5,5,9,5,2,3,12,6,7,7
6,7,9,4,6,6,6,8,14,9,4,4,6,3,12,7,8,9,8,5,6,4,9,6,8,7,11,8,12,4
6,3,6,6,4,6,10,9,4,4,4,5,4,2,1,5,3,2,6,2,7,3,1,2,4,1,6,7,2,7
7,6,4,10,10,4,2,9,7,8,8,5,3,2,5,2,6,2,7,6,8,4,7,3,4,4,7,5,7,5
10,4,5,7,8,9,6,10,3,7,6,5,10,4,1,5,12,13,4,9,4,0,4,2,5,8,8,7,13,2
6,5,3,6,6,6,3,7,7,5,9,3,7,6,4,4,3,3,12,2,3,5,7,4,6,7,6,5,7,4
10,10,8,2,8,8,9,6,5,8,7,7,6,3,1,5,10,4,8,5,3,8,11,10,7,4,2,4,3,6
6,6,9,5,4,5,3,7,7,6,4,4,13,5,8,6,6,5,4,6,5,8,9,9,8,4,6,4,4,6
7,1,5,3,10,6,6,5,7,4,7,1,5,1,7,3,6,7,5,5,7,2,3,3,3,6,1,3,9,8
4,2,5,3,7,9,8,8,6,7,5,8,7,4,4,6,7,8,2,3,4,5,6,9,2,7,2,9,10,4
10,4,4,8,5,4,3,9,7,9,4,8,8,4,9,3,3,5,7,8,10,5,5,5,6,6,3,4,8,4
5,4,5,6,3,3,7,4,3,3,4,2,6,4,8,7,8,5,5,7,4,2,5,3,5,4,9,5,6,8
6,6,4,5,7,6,4,5,4,1,2,5,7,5,2,2,10,8,4,3,2,5,6,2,3,7,4,3,4,1
9,6,3,2,3,10,6,5,8,5,6,6,8,5,8,7,7,7,5,9,7,3,9,7,5,9,6,5,7,9
5,4,7,6,9,4,8,5,4,8,6,4,10,3,5,12,10,8,4,6,2,12,7,3,11,3,2,7,1,5
4,4,6,3,9,8,5,3,8,3,7,3,5,6,5,5,3,5,7,6,4,2,3,4,3,6,1,4,4,5
6,3,7,5,4,6,9,2,1,2,6,7,6,3,3,7,2,16,5,6,3,2,6,4,4,6,9,3,8,3
12,5,5,3,8,1,4,13,6,6,7,7,0,4,9,8,9,3,11,6,3,2,7,5,3,8,3,7,4,4
3,4,7,13,6,3,8,3,7,4,3,6,11,6,5,5,7,6,3,5,7,7,10,5,8,7,6,6,4,9
